species,backfin,fullbody,ensemble,backfin_ensemble_spe,new_ensemble,best
blue_whale,1,0.9185101961482508,0.0826084255583628,0.9105434820867624,0.7338472399192438,0.5689041095890411
beluga,1,3.9939372579140615,2.677874152390448,2.9724700801196775,3.5546251216645386,0.7582609744331885
gray_whale,1,3.610560812392059,2.0528727739794554,2.48793446496517,1.546395519465889,0.8119402985074626
dusky_dolphin,1,0.6682045556028593,0.40444143514988007,3.4743272166149475,3.203434311448067,0.8777310924369748
fin_whale,1,1.159944760746794,0.20964919768976226,1.1185668535859492,1.3332878536832797,0.8778606965174128
humpback_whale,1,3.5120237459484183,3.4508891518538576,3.571100426385576,3.265110806521334,0.8681194125159641
spinner_dolphin,1,0.4448891145177466,0.11740863318558582,1.7150957127049036,0.2700791829349515,0.9614306784660767
melon_headed_whale,1,0.9667667769987484,0.2140005148112665,0.26877718898739134,0.21085079447239596,0.9490291262135923
killer_whale,1,1.124585764195582,1.388936653409924,2.1899624373329427,1.3200524653386165,0.9389135254988913
minke_whale,1,1.3698938628306798,3.606914680744122,3.6092250920213425,2.9671518906155807,0.9428053830227744
bottlenose_dolphin,1,3.6456559942953217,2.6749056003199976,3.786766114464014,3.119782154398201,0.975054927809165
false_killer_whale,1,1.3607427521390956,0.3242976607503789,3.842652820546624,3.613782294949373,0.99376026272578
minor,1,3.015596799342955,1.3509665619747833,2.9573743852021543,1.2155696532541824,0.840705734089477
